ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2023
5_305_3114_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3114_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.01043
5_305_3115_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e,1.32947
5_305_3115_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,1.31881
5_305_3115_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3115_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.01043
5_305_3116_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e,1.13604
5_305_3116_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,1.12538
5_305_3116_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3116_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.01043
5_305_3117_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e,0.88884
5_305_3117_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of CO2 per unit,0.87802
5_305_3117_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of CH4 per unit,0.00022
5_305_3117_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of N2O per unit,0.01059
5_305_3118_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e,1.08158
5_305_3118_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of CO2 per unit,1.07076
5_305_3118_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of CH4 per unit,0.00022
5_305_3118_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of N2O per unit,0.01059
5_305_3119_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e,1.27432
5_305_3119_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of CO2 per unit,1.26350
5_305_3119_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.00022
5_305_3119_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.01059
5_305_3120_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e,1.16032
5_305_3120_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of CO2 per unit,1.14950
5_305_3120_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.00022
5_305_3120_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.01059
5_305_3117_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e,1.43045
5_305_3117_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,1.41304
5_305_3117_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.00037
5_305_3117_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.01704
5_305_3118_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e,1.74063
5_305_3118_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,1.72322
5_305_3118_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.00037
5_305_3118_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.01704
5_305_3119_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e,2.05081
5_305_3119_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,2.03340
5_305_3119_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.00037
5_305_3119_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.01704
5_305_3120_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e,1.86736
5_305_3120_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,1.84995
5_305_3120_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.00037
5_305_3120_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.01704
5_305_3121_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e,0.78358
5_305_3121_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e of CO2 per unit,0.77451
5_305_3121_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e of CH4 per unit,0.00019
5_305_3121_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,kg CO2e of N2O per unit,0.00888
5_305_3122_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e,0.93244
5_305_3122_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e of CO2 per unit,0.92337
5_305_3122_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e of CH4 per unit,0.00019
5_305_3122_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,km,kg CO2e of N2O per unit,0.00888
5_305_3123_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e,1.08130
5_305_3123_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e of CO2 per unit,1.07223
5_305_3123_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e of CH4 per unit,0.00019
5_305_3123_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,km,kg CO2e of N2O per unit,0.00888
5_305_3124_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e,0.98025
5_305_3124_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e of CO2 per unit,0.97118
5_305_3124_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e of CH4 per unit,0.00019
5_305_3124_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,km,kg CO2e of N2O per unit,0.00888
5_305_3121_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e,1.26104
5_305_3121_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e of CO2 per unit,1.24645
5_305_3121_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e of CH4 per unit,0.00030
5_305_3121_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,kg CO2e of N2O per unit,0.01429
5_305_3122_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e,1.50061
5_305_3122_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e of CO2 per unit,1.48602
5_305_3122_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e of CH4 per unit,0.00030
5_305_3122_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,50% Laden,miles,kg CO2e of N2O per unit,0.01429
5_305_3123_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e,1.74018
5_305_3123_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e of CO2 per unit,1.72559
5_305_3123_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e of CH4 per unit,0.00030
5_305_3123_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,100% Laden,miles,kg CO2e of N2O per unit,0.01429
5_305_3124_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e,1.57754
5_305_3124_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e of CO2 per unit,1.56295
5_305_3124_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e of CH4 per unit,0.00030
5_305_3124_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,Average laden,miles,kg CO2e of N2O per unit,0.01429
5_305_3125_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e,0.71183
5_305_3125_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e of CO2 per unit,0.69962
5_305_3125_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e of CH4 per unit,0.00012
5_305_3125_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e of N2O per unit,0.01209
5_305_3126_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e,0.88673
5_305_3126_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e of CO2 per unit,0.87452
5_305_3126_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e of CH4 per unit,0.00012
5_305_3126_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e of N2O per unit,0.01209
5_305_3127_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e,1.06164
5_305_3127_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e of CO2 per unit,1.04943
5_305_3127_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e of CH4 per unit,0.00012
5_305_3127_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e of N2O per unit,0.01209
5_305_3128_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e,0.88673
5_305_3128_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e of CO2 per unit,0.87452
5_305_3128_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e of CH4 per unit,0.00012
5_305_3128_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e of N2O per unit,0.01209
5_305_3125_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e,1.14556
5_305_3125_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e of CO2 per unit,1.12593
5_305_3125_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e of CH4 per unit,0.00019
5_305_3125_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e of N2O per unit,0.01944
5_305_3126_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e,1.42704
5_305_3126_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e of CO2 per unit,1.40741
5_305_3126_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e of CH4 per unit,0.00019
5_305_3126_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e of N2O per unit,0.01944
5_305_3127_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CO2e,1.70852
5_305_3127_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CO2e of CO2 per unit,1.68889
5_305_3127_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CO2e of CH4 per unit,0.00019
5_305_3127_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CO2e of N2O per unit,0.01944
5_305_3128_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CO2e,1.42704
5_305_3128_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CO2e of CO2 per unit,1.40741
5_305_3128_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CO2e of CH4 per unit,0.00019
5_305_3128_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CO2e of N2O per unit,0.01944
5_305_3129_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,km,kg CO2e,0.73103
5_305_3129_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,km,kg CO2e of CO2 per unit,0.71651
5_305_3129_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3129_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,km,kg CO2e of N2O per unit,0.01438
5_305_3130_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,km,kg CO2e,0.96987
5_305_3130_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,km,kg CO2e of CO2 per unit,0.95535
5_305_3130_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3130_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,km,kg CO2e of N2O per unit,0.01438
5_305_3131_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,km,kg CO2e,1.20871
5_305_3131_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,km,kg CO2e of CO2 per unit,1.19419
5_305_3131_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3131_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,km,kg CO2e of N2O per unit,0.01438
5_305_3132_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,km,kg CO2e,1.05585
5_305_3132_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,km,kg CO2e of CO2 per unit,1.04133
5_305_3132_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3132_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,km,kg CO2e of N2O per unit,0.01438
5_305_3129_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,miles,kg CO2e,1.17647
5_305_3129_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,miles,kg CO2e of CO2 per unit,1.15311
5_305_3129_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3129_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,0% Laden,miles,kg CO2e of N2O per unit,0.02314
5_305_3130_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,miles,kg CO2e,1.56084
5_305_3130_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,miles,kg CO2e of CO2 per unit,1.53748
5_305_3130_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3130_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,50% Laden,miles,kg CO2e of N2O per unit,0.02314
5_305_3131_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,miles,kg CO2e,1.94522
5_305_3131_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,miles,kg CO2e of CO2 per unit,1.92186
5_305_3131_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3131_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,100% Laden,miles,kg CO2e of N2O per unit,0.02314
5_305_3132_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,miles,kg CO2e,1.69922
5_305_3132_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,miles,kg CO2e of CO2 per unit,1.67586
5_305_3132_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3132_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Articulated (>33t),,Average laden,miles,kg CO2e of N2O per unit,0.02314
5_305_3133_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,km,kg CO2e,0.73022
5_305_3133_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,km,kg CO2e of CO2 per unit,0.71579
5_305_3133_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3133_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,km,kg CO2e of N2O per unit,0.01428
5_305_3134_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,km,kg CO2e,0.96634
5_305_3134_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,km,kg CO2e of CO2 per unit,0.95191
5_305_3134_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3134_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,km,kg CO2e of N2O per unit,0.01428
5_305_3135_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,km,kg CO2e,1.20246
5_305_3135_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,km,kg CO2e of CO2 per unit,1.18803
5_305_3135_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3135_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,km,kg CO2e of N2O per unit,0.01428
5_305_3136_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,km,kg CO2e,1.04867
5_305_3136_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,km,kg CO2e of CO2 per unit,1.03424
5_305_3136_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,km,kg CO2e of CH4 per unit,0.00015
5_305_3136_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,km,kg CO2e of N2O per unit,0.01428
5_305_3133_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,miles,kg CO2e,1.17517
5_305_3133_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,miles,kg CO2e of CO2 per unit,1.15196
5_305_3133_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3133_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,0% Laden,miles,kg CO2e of N2O per unit,0.02299
5_305_3134_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,miles,kg CO2e,1.55516
5_305_3134_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,miles,kg CO2e of CO2 per unit,1.53195
5_305_3134_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3134_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,50% Laden,miles,kg CO2e of N2O per unit,0.02299
5_305_3135_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,miles,kg CO2e,1.93516
5_305_3135_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,miles,kg CO2e of CO2 per unit,1.91195
5_305_3135_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3135_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,100% Laden,miles,kg CO2e of N2O per unit,0.02299
5_305_3136_9_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,miles,kg CO2e,1.68766
5_305_3136_9_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,miles,kg CO2e of CO2 per unit,1.66445
5_305_3136_9_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,miles,kg CO2e of CH4 per unit,0.00022
5_305_3136_9_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All artics,,Average laden,miles,kg CO2e of N2O per unit,0.02299
5_305_3137_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,0% Laden,km,kg CO2e,0.75177
5_305_3137_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,0% Laden,km,kg CO2e of CO2 per unit,0.73966
5_305_3137_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,0% Laden,km,kg CO2e of CH4 per unit,0.00016
5_305_3137_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,0% Laden,km,kg CO2e of N2O per unit,0.01195
5_305_3138_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,50% Laden,km,kg CO2e,0.95261
5_305_3138_4_2,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,50% Laden,km,kg CO2e of CO2 per unit,0.94050
5_305_3138_4_3,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,50% Laden,km,kg CO2e of CH4 per unit,0.00016
5_305_3138_4_4,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,50% Laden,km,kg CO2e of N2O per unit,0.01195
5_305_3139_4_1,Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All HGVs,,100% Laden,km,kg CO2e,1.15346
